actor,count
MADCHR,4
MADCOP,6
MADCRM,2
MADCVL,99
MADEDU,21
MADGOV,8
MADJUD,1
MADLEG,4
MADMIL,1
MADREF,65
MADREL,3
MADSET,85
MAF,63
MAFCVL,2
MAI,47
MAICOP,2
MAICVL,4
MAL,936
MALBUS,5
MALEDU,15
MALELI,42
MALLAB,2
MALMED,43
MAN,126
MANBUS,6
MANCVL,8
MANREB,1
MANUAF,1
MAO,9931
MAOAGR,2
MAOBUS,37
MAOCOP,4
MAOCRM,4
MAOCVL,113
MAOEDU,68
MAOELI,7
MAOGOV,228
MAOHLH,11
MAOHRI,2
MAOJUD,23
MAOLAB,4
MAOLEG,48
MAOMED,127
MAOMIL,52
MAOOPP,89
MAOPTY,92
MAOREF,1
MAOSEA,3
MAOSEP,1
MAOSET,2
MAOUAF,2
MAR,141472
MARAGR,13
MARBUS,567
MARCHR,13
MARCOP,1584
MARCRM,133
MARCVL,1391
MAREDU,424
MARELI,486
MARELIGOV,49
MARELILEG,2
MARGOV,24148
MARGOVAGR,95
MARGOVBUS,123
MARGOVBUSGOVMED,2
MARGOVCOP,9
MARGOVDEV,32
MARGOVEDU,54
MARGOVELI,2
MARGOVENV,6
MARGOVHLH,57
MARGOVHRI,9
MARGOVJUD,69
MARGOVLAB,7
MARGOVLEG,6
MARGOVMED,268
MARGOVMIL,35
MARGOVOPP,1
MARGOVPTY,2
MARGOVREL,12
MARHLH,179
MARHRI,70
MARJEW,41
MARJUD,618
MARLAB,155
MARLEG,656
MARMED,2029
MARMIL,852
MARMILJUD,9
MARMILSPY,1
MARMOS,204
MARMOSRAD,1
MARMOSUAF,3
MAROPP,1066
MAROPPEDU,2
MAROPPMED,1
MAROPPUAF,1
MARPTY,138
MARRAD,66
MARREB,189
MARREF,141
MARREL,45
MARSEP,65
MARSET,31
MARSPY,83
MARUAF,159
MAS,2185
MASAGR,11
MASBUS,2
MASCVL,219
MASEDU,4
MASGOV,4
MASJUD,4
MASMED,1
MASOPP,8
MASPTY,9
MASSET,2
MASUAF,3
MAY,3904
MAYCRM,2
MAYCVL,18
MAYEDU,3
MAYGOV,1
MAYGOVPTY,1
MAYLEG,3
MBE,80
MBECVL,2
MBO,7
MCO,9833
MCOAGR,2
MCOBUS,51
MCOCOP,30
MCOCRM,7
MCOCVL,20
MCOEDU,4
MCOELI,39980
MCOELIAGR,12
MCOELIBUS,35
MCOELICHR,12
MCOELICOP,186
MCOELICRM,22
MCOELICVL,100
MCOELIEDU,141
MCOELIENV,3
MCOELIGOV,4038
MCOELIGOVBUS,4
MCOELIGOVEDU,1
MCOELIGOVLAB,2
MCOELIGOVMED,2
MCOELIGOVMIL,25
MCOELIHLH,26
MCOELIHRI,2
MCOELIINS,1
MCOELIJEW,8
MCOELIJUD,513
MCOELILAB,17
MCOELILEG,245
MCOELIMED,195
MCOELIMIL,119
MCOELIOPP,12
MCOELIPTY,10
MCOELIREB,2
MCOELIREL,85
MCOELISPY,1
MCOELIUAF,3
MCOGOV,627
MCOGOVENV,2
MCOGOVJUD,1
MCOGOVLEG,1
MCOGOVMIL,1
MCOHLH,44
MCOJUD,31
MCOLEG,70
MCOMED,125
MCOMIL,8
MCOPTY,4
MCOREL,25
MCOUAF,3
MDA,78477
MDAAGR,9
MDABUS,304
MDACHR,19
MDACHRCTH,1
MDACOP,808
MDACRM,40
MDACVL,1049
MDAEDU,181
MDAELI,1130
MDAELICOP,9
MDAELICVL,1
MDAELIGOV,402
MDAELIGOVPTY,3
MDAELILEG,6
MDAELIMED,4
MDAELIOPP,2
MDAELIPTY,51
MDAENV,7
MDAGOV,19363
MDAGOVAGR,40
MDAGOVAGRGOVBUS,2
MDAGOVBUS,183
MDAGOVBUSGOVMED,1
MDAGOVDEV,4
MDAGOVEDU,57
MDAGOVELI,15
MDAGOVENV,21
MDAGOVENVEDU,1
MDAGOVGOVJUD,15
MDAGOVGOVMIL,8
MDAGOVHLH,35
MDAGOVJUD,124
MDAGOVJUDELI,1
MDAGOVJUDPTY,2
MDAGOVLAB,4
MDAGOVLEG,15
MDAGOVMED,63
MDAGOVMIL,774
MDAGOVMILCVL,1
MDAGOVPTY,38
MDAGOVREL,5
MDAHLH,17
MDAHRI,12
MDAJEW,5
MDAJUD,298
MDALAB,46
MDALEG,1557
MDAMED,1095
MDAMIL,549
MDAMILGOV,3
MDAMOS,3
MDAOPP,287
MDAOPPEDU,3
MDAOPPLAB,4
MDAOPPMED,4
MDAPTY,214
MDAREB,354
MDAREF,10
MDAREL,48
MDASEP,296
MDASPY,22
MDAUAF,28
MDG,24805
MDGAGR,18
MDGBUS,41
MDGCHR,7
MDGCHRCTH,3
MDGCOP,209
MDGCRM,10
MDGCVL,157
MDGEDU,72
MDGELI,1014
MDGELICOP,1
MDGELIEDU,5
MDGELIGOV,225
MDGELIJUD,4
MDGELILEG,8
MDGELIMED,2
MDGELIMIL,14
MDGELIOPP,27
MDGELIPTY,17
MDGENV,6
MDGGOV,5262
MDGGOVAGR,11
MDGGOVBUS,23
MDGGOVCOP,10
MDGGOVEDU,4
MDGGOVELI,231
MDGGOVENV,4
MDGGOVGOVMIL,3
MDGGOVHLH,14
MDGGOVJUD,27
MDGGOVMED,38
MDGGOVMIL,94
MDGGOVMILGOV,1
MDGGOVOPP,45
MDGGOVPTY,15
MDGHLH,41
MDGINS,18
MDGJUD,108
MDGLAB,13
MDGLEG,104
MDGMED,241
MDGMIL,289
MDGMILCOP,3
MDGOPP,331
MDGPTY,81
MDGREB,9
MDGREF,4
MDGREL,119
MDGSPY,1
MDGUAF,3
MDH,2442
MDHCOP,4
MDHCVL,73
MDHEDU,10
MDHGOV,25
MDHLAB,6
MDHLEG,32
MDHMED,2
MDHMIL,8
MDHOPP,41
MDHPTY,28
MDHREB,4
MDHSEP,3
MDHUAF,5
MDI,1133
MDIAGR,2
MDIBUS,1
MDICOP,4
MDICVL,23
MDIGOV,3
MDIGOVMIL,2
MDIMED,26
MDIREF,4
MDIREL,3
MDIUAF,1
MDR,160
MDRCOP,1
MDRJUD,2
MDV,83224
MDVAGR,27
MDVBUS,226
MDVCHR,27
MDVCHRCTH,6
MDVCHRPRO,1
MDVCOP,731
MDVCRM,395
MDVCVL,1101
MDVEDU,2690
MDVELI,1239
MDVELIBUS,2
MDVELIGOV,168
MDVELILEG,4
MDVENV,2
MDVGOV,5480
MDVGOVAGR,17
MDVGOVBUS,99
MDVGOVBUSEDU,2
MDVGOVBUSGOVENV,14
MDVGOVBUSMED,2
MDVGOVBUSMIL,3
MDVGOVDEV,28
MDVGOVEDU,45
MDVGOVEDUELI,1
MDVGOVEDUGOVMIL,1
MDVGOVELI,254
MDVGOVENV,4
MDVGOVHLH,20
MDVGOVHRI,31
MDVGOVJUD,35
MDVGOVMED,107
MDVGOVMEDMIL,1
MDVGOVMEDOPP,4
MDVGOVMEDPTY,6
MDVGOVMIL,120
MDVGOVPTY,3
MDVHLH,894
MDVHRI,2
MDVJEW,13
MDVJUD,252
MDVLAB,640
MDVLEG,252
MDVMED,361
MDVMIL,211
MDVMILCOP,19
MDVMOS,22
MDVOPP,521
MDVOPPEDU,4
MDVPTY,182
MDVRAD,6
MDVREB,129
MDVREF,97
MDVREL,115
MDVSEA,9
MDVSEP,1
MDVSET,8
MDVSPY,23
MDVUAF,91
MEA,2848
MEABUS,1
MEACRM,6
MEAMIL,6
MED,2830717
MEDAGR,35
MEDBUS,20740
MEDCHR,493
MEDCHRCTH,10
MEDCHRPRO,1
MEDCOP,7664
MEDCRM,224
MEDCVL,1646
MEDEDU,1802
MEDELI,832
MEDENV,9
MEDGOV,24508
MEDGOVAGR,88
MEDGOVBUS,60
MEDGOVCOP,8
MEDGOVDEV,1
MEDGOVEDU,209
MEDGOVENV,14
MEDGOVHLH,142
MEDGOVHRI,8
MEDGOVJUD,1
MEDGOVLAB,14
MEDGOVMED,115
MEDGOVMIL,1534
MEDGOVPTY,23
MEDGOVREL,2
MEDHIN,1
MEDHLH,137
MEDHRI,147
MEDJEW,15
MEDJUD,1980
MEDLAB,3252
MEDLEG,5635
MEDMED,25439
MEDMIL,7624
MEDMILCOP,12
MEDMILGOV,1
MEDMILSPY,2
MEDMOS,163
MEDOPP,757
MEDOPPMED,6
MEDPTY,183
MEDRAD,25
MEDREB,281
MEDREF,15
MEDREL,187
MEDSEA,2
MEDSEACRM,4
MEDSEP,40
MEDSET,12
MEDSPY,158
MEDTAM,6
MEDUAF,100
MEDUIG,4
MEN,3451
MENAGR,1
MENBUS,6
MENCHR,6
MENCRM,1
MENCVL,11
MENEDU,10
MENGOV,7
MENGOVAGR,1
MENGOVMED,1
MENHLH,13
MENJUD,4
MENLEG,3
MENMIL,2
MENREL,1
MENUAF,3
MEX,426691
MEXAGR,389
MEXBUS,2977
MEXCHR,258
MEXCHRCTH,37
MEXCHRPRO,65
MEXCOP,7975
MEXCRM,6256
MEXCVL,6767
MEXEDU,1898
MEXELI,3284
MEXELIBUS,1
MEXELICRM,1
MEXELIGOV,243
MEXELIGOVEDU,3
MEXELIGOVPTY,6
MEXELIJUD,2
MEXELILEG,4
MEXELIPTY,19
MEXENV,42
MEXGOV,58742
MEXGOVAGR,95
MEXGOVBUS,396
MEXGOVCOP,2
MEXGOVDEV,7
MEXGOVEDU,96
MEXGOVELI,4
MEXGOVENV,107
MEXGOVGOVMED,2
MEXGOVGOVPTY,2
MEXGOVHLH,405
MEXGOVHLHGOVLAB,10
MEXGOVHRI,64
MEXGOVJUD,15
MEXGOVLAB,64
MEXGOVMED,120
MEXGOVMIL,584
MEXGOVPTY,246
MEXHLH,780
MEXHRI,68
MEXJEW,9
MEXJUD,3945
MEXLAB,685
MEXLEG,3226
MEXMED,6263
MEXMIL,4767
MEXMILGOV,2
MEXMILJUD,4
MEXMILSPY,6
MEXMOS,7
MEXOPP,808
MEXOPPEDU,21
MEXPTY,769
MEXRAD,2
MEXREB,665
MEXREF,98
MEXREL,1003
MEXSEP,9
MEXSET,22
MEXSPY,67
MEXUAF,709
MHL,6780
MHLBUS,32
MHLCHR,1
MHLCOP,20
MHLCVL,46
MHLEDU,17
MHLELI,7
MHLELIGOV,1
MHLELILEG,1
MHLENV,4
MHLGOV,606
MHLGOVBUS,17
MHLGOVDEV,4
MHLGOVEDU,2
MHLGOVENVGOVHLH,1
MHLGOVHLH,3
MHLGOVJUD,31
MHLGOVMED,1
MHLGOVPTY,1
MHLHLH,8
MHLJUD,52
MHLLAB,3
MHLLEG,40
MHLMED,17
MHLMIL,13
MHLOPP,4
MHLPTY,5
MHLREL,4
MHLSEP,1
MHLUAF,1
MIA,753
MIABUS,1
MIACVL,76
MIAEDU,1
MIAGOV,12
MIAMED,2
MIAMIL,7
MIAOPP,14
MIAREL,1
MIJ,94
MIJCVL,20
MIJLEG,1
MIL,2517044
MILAGR,20
MILBUS,3221
MILCHR,194
MILCHRMAR,1
MILCOP,20094
MILCOPBUS,535
MILCOPCOP,18
MILCOPCRM,8
MILCOPCVL,2
MILCOPEDU,17
MILCOPELI,2
MILCOPGOV,21
MILCOPHLH,1
MILCOPLAB,1
MILCOPLEG,1
MILCOPMED,55
MILCOPMIL,409
MILCOPREB,2
MILCOPSPY,3
MILCRM,1450
MILCVL,4167
MILEDU,4472
MILELI,6499
MILGOV,30776
MILGOVAGR,4
MILGOVBUS,13
MILGOVCOP,316
MILGOVDEV,6
MILGOVEDU,12
MILGOVELI,12
MILGOVENV,2
MILGOVHLH,57
MILGOVJUD,386
MILGOVMED,72
MILGOVMIL,578
MILGOVPTY,1
MILGOVSPY,4
MILHLH,10539
MILIMG,2
MILINS,53
MILJEW,122
MILJUD,19281
MILJUDCRM,3
MILJUDGOV,29
MILJUDGOVJUD,37
MILJUDJUD,42
MILJUDLEG,2
MILJUDMIL,106
MILJUDMILJUD,1
MILJUDMOS,2
MILLAB,668
MILLEG,769
MILMED,32222
MILMIL,102037
MILMILCOP,137
MILMILGOV,65
MILMILJUD,10
MILMILSPY,77
MILMOS,501
MILOPP,2585
MILOPPUAF,6
MILPTY,58
MILRAD,39
MILREB,3571
MILREBMOS,3
MILREF,21
MILREL,137
MILSEP,134
MILSET,1
MILSLEMEN,1
MILSPY,13406
MILSPYBUS,31
MILSPYCOP,16
MILSPYCVL,39
MILSPYEDU,14
MILSPYELI,7
MILSPYGOV,21
MILSPYGOVMIL,8
MILSPYLEG,6
MILSPYMED,15
MILSPYMIL,209
MILSPYOPP,1
MILSPYSPY,80
MILUAF,4699
MIN,68
MINCVL,5
MIZ,450
MIZBUS,1
MIZCOP,2
MIZCVL,3
MIZEDU,6
MIZLAB,2
MIZMED,1
MIZOPP,2
MIZRAD,2
MIZREB,9
MIZREF,2
MIZREL,3
MIZSEP,2
MIZSET,1
MIZUAF,1
MKD,150475
MKDAGR,22
MKDBUS,472
MKDCHR,23
MKDCHRPRO,1
MKDCOP,3636
MKDCRM,77
MKDCVL,3503
MKDEDU,755
MKDELI,1807
MKDELICOP,18
MKDELIEDU,5
MKDELIGOV,331
MKDELIGOVMIL,432
MKDELILEG,36
MKDELIMED,11
MKDELIOPP,12
MKDELIPTY,42
MKDGOV,37444
MKDGOVAGR,76
MKDGOVBUS,133
MKDGOVBUSGOVMED,4
MKDGOVCOP,2
MKDGOVCRM,1
MKDGOVDEV,12
MKDGOVEDU,112
MKDGOVEDUGOVHLH,3
MKDGOVELI,11
MKDGOVENV,45
MKDGOVGOVBUS,2
MKDGOVGOVDEV,2
MKDGOVGOVENV,3
MKDGOVGOVHLH,4
MKDGOVGOVMIL,76
MKDGOVHLH,168
MKDGOVJUD,102
MKDGOVLAB,23
MKDGOVLEG,9
MKDGOVMED,370
MKDGOVMIL,2662
MKDGOVMILELI,2
MKDGOVOPP,16
MKDGOVPTY,110
MKDHLH,96
MKDHRI,1
MKDJUD,493
MKDLAB,121
MKDLEG,1817
MKDMED,1870
MKDMIL,2909
MKDMILCOP,3
MKDMILGOV,67
MKDMILSPY,2
MKDMOS,81
MKDOPP,293
MKDPTY,734
MKDRAD,34
MKDREB,279
MKDREF,311
MKDREL,213
MKDSEP,35
MKDSPY,41
MKDUAF,73
MLA,90
MLACRM,2
MLACVL,1
MLAGOV,2
MLI,47554
MLIAGR,18
MLIBUD,1
MLIBUS,81
MLICHR,5
MLICHRPRO,1
MLICOP,189
MLICRM,54
MLICVL,533
MLIEDU,80
MLIELI,1269
MLIELIEDU,9
MLIELIGOV,109
MLIELIGOVMIL,1
MLIELILEG,2
MLIELIMED,2
MLIELIMIL,2
MLIELIPTY,2
MLIGOV,8178
MLIGOVAGR,11
MLIGOVAGRMIL,2
MLIGOVBUS,16
MLIGOVDEV,4
MLIGOVEDU,22
MLIGOVELI,18
MLIGOVENV,6
MLIGOVHLH,22
MLIGOVHRI,6
MLIGOVJUD,3
MLIGOVLAB,5
MLIGOVMED,35
MLIGOVMIL,249
MLIGOVMILELI,1
MLIGOVPTY,6
MLIHLH,41
MLIHRI,6
MLIINS,153
MLIJEW,7
MLIJUD,64
MLILAB,70
MLILEG,206
MLIMED,270
MLIMIL,1057
MLIMILGOV,13
MLIMILSPY,8
MLIMOS,29
MLIOPP,83
MLIPTY,47
MLIRAD,28
MLIREB,234
MLIREF,164
MLIREL,26
MLISEP,13
MLISPY,22
MLIUAF,98
MLO,6
MLOMIL,1
MLT,70248
MLTAGR,23
MLTBUS,1639
MLTCHR,68
MLTCHRCTH,19
MLTCHRPRO,3
MLTCOP,367
MLTCRM,37
MLTCVL,1046
MLTEDU,802
MLTELI,500
MLTELICOP,4
MLTELIEDU,2
MLTELIGOV,93
MLTELILAB,1
MLTELILEG,3
MLTELIOPP,7
MLTELIPTY,21
MLTENV,3
MLTGOV,10328
MLTGOVAGR,207
MLTGOVAGRGOVENV,5
MLTGOVBUS,86
MLTGOVDEV,5
MLTGOVEDU,328
MLTGOVELI,24
MLTGOVENV,4
MLTGOVGOVHLH,6
MLTGOVHLH,108
MLTGOVJUD,171
MLTGOVLAB,6
MLTGOVMED,361
MLTGOVOPP,2
MLTGOVPTY,8
MLTHLH,124
MLTJEW,7
MLTJUD,902
MLTLAB,211
MLTLEG,430
MLTMED,413
MLTMIL,771
MLTMOS,4
MLTOPP,56
MLTPTY,52
MLTREB,4
MLTREF,22
MLTREL,452
MLTSPY,6
MLTUAF,21
MMR,244562
MMRAGR,82
MMRBUD,158
MMRBUS,909
MMRCHR,43
MMRCHRCTH,2
MMRCOP,3246
MMRCRM,207
MMRCVL,3557
MMREDU,1813
MMRELI,4376
MMRELIBUS,3
MMRELICOP,5
MMRELIGOV,80
MMRELIGOVDEV,8
MMRELIGOVMIL,2
MMRELIMED,8
MMRELIMIL,343
MMRELIMILSPY,2
MMRELIOPP,19
MMRELIPTY,1
MMRELIREF,1
MMRELISPY,21
MMRELIUAF,2
MMRENV,1
MMRGOV,49600
MMRGOVAGR,1018
MMRGOVAGRMIL,7
MMRGOVBUS,1450
MMRGOVBUSELI,3
MMRGOVBUSGOVMED,7
MMRGOVBUSMIL,27
MMRGOVBUSOPP,1
MMRGOVCOP,2
MMRGOVCVL,2
MMRGOVDEV,1346
MMRGOVDEVELI,2
MMRGOVDEVJUD,1
MMRGOVDEVLEG,3
MMRGOVDEVMED,3
MMRGOVDEVMIL,39
MMRGOVEDU,167
MMRGOVELI,12
MMRGOVENV,3
MMRGOVGOVDEV,10
MMRGOVGOVMIL,13
MMRGOVHLH,227
MMRGOVHLHMED,2
MMRGOVHLHMIL,1
MMRGOVHRI,2
MMRGOVJUD,163
MMRGOVLAB,229
MMRGOVMED,1879
MMRGOVMEDLEG,2
MMRGOVMEDMIL,54
MMRGOVMIL,6273
MMRGOVOPP,15
MMRGOVPTY,17
MMRGOVREL,121
MMRGOVRELMIL,10
MMRGOVSPY,1
MMRGOVUAF,11
MMRHIN,2
MMRHLH,272
MMRHRI,21
MMRINS,7
MMRJEW,1
MMRJUD,929
MMRLAB,522
MMRLEG,1397
MMRMED,2203
MMRMIL,9868
MMRMILCOP,3
MMRMILGOV,10
MMRMILJUD,14
MMRMILSPY,129
MMRMOS,13
MMROPP,8120
MMROPPDEV,43
MMROPPEDU,51
MMROPPMED,2
MMROPPUAF,9
MMRPTY,384
MMRRAD,2
MMRREB,973
MMRREBMOS,1
MMRREF,1992
MMRREL,925
MMRSEP,48
MMRSET,6
MMRSPY,147
MMRUAF,252
MNC,43451
MNCAFRMED,366
MNCAGR,1153
MNCAGRBUS,29
MNCAGRCVL,4
MNCAGRGOV,3
MNCAGRLAB,2
MNCAGRLEG,6
MNCAGRMED,5
MNCARE,92
MNCARG,83
MNCARGBUS,10
MNCARGLEG,4
MNCARGMED,72
MNCARGMEDGOV,1
MNCAUS,6407
MNCAUSBUS,141
MNCAUSCOP,5
MNCAUSCVL,1
MNCAUSELI,10
MNCAUSGOV,210
MNCAUSHLH,6
MNCAUSJUD,2
MNCAUSLAB,15
MNCAUSLEG,1
MNCAUSMED,18
MNCBEL,4606
MNCBELBUS,573
MNCBELEDU,6
MNCBELELI,5
MNCBELGOV,40
MNCBELHLH,113
MNCBELJUD,2
MNCBELLAB,3
MNCBELLEG,2
MNCBELMED,2
MNCBELREB,1
MNCBHS,16
MNCBHSBUS,3
MNCBMU,1353
MNCBMUBUS,51
MNCBMUELI,1
MNCBMUGOV,5
MNCBMUHLH,185
MNCBMUHLHBUS,9
MNCBMUHLHGOV,3
MNCBMULAB,2
MNCBMUMED,121
MNCBMUMEDBUS,14
MNCBMUMEDJUD,1
MNCBMUMIL,1
MNCBRA,7356
MNCBRAAGR,10
MNCBRABUS,379
MNCBRACVL,8
MNCBRAELI,1
MNCBRAGOV,273
MNCBRALAB,15
MNCBRALEG,6
MNCBRAMED,122
MNCBRAMEDBUS,16
MNCBRAMEDMIL,2
MNCBRAMIL,13
MNCBUS,1994
MNCCAN,20644
MNCCANAGR,259
MNCCANAGRBUS,16
MNCCANAGRGOV,2
MNCCANBUS,895
MNCCANCOP,18
MNCCANCRM,5
MNCCANCVL,22
MNCCANEDU,96
MNCCANELI,48
MNCCANENV,4
MNCCANGOV,289
MNCCANHLH,250
MNCCANHLHBUS,22
MNCCANHLHGOV,8
MNCCANJUD,9
MNCCANLAB,117
MNCCANLEG,41
MNCCANMED,13778
MNCCANMEDBUS,319
MNCCANMEDCOP,4
MNCCANMEDCRM,5
MNCCANMEDCVL,7
MNCCANMEDEDU,17
MNCCANMEDELI,4
MNCCANMEDGOV,56
MNCCANMEDJUD,17
MNCCANMEDLAB,17
MNCCANMEDLEG,9
MNCCANMEDMIL,11
MNCCANMEDMOS,3
MNCCANMEDOPP,3
MNCCANMEDUAF,4
MNCCANMIL,7
MNCCANOPP,5
MNCCANREB,1
MNCCANREL,4
MNCCHE,9371
MNCCHEBUS,227
MNCCHECVL,1
MNCCHEEDU,15
MNCCHEELI,42
MNCCHEGOV,55
MNCCHEHLH,3913
MNCCHEHLHBUS,93
MNCCHEHLHCVL,3
MNCCHEHLHEDU,7
MNCCHEHLHGOV,44
MNCCHEHLHJUD,12
MNCCHEHLHLAB,5
MNCCHEHLHLEG,6
MNCCHEHLHMED,44
MNCCHEJUD,3
MNCCHELAB,50
MNCCHELEG,2
MNCCHEMED,49
MNCCHL,129
MNCCHN,10547
MNCCHNAGR,39
MNCCHNAGRBUS,2
MNCCHNAGRMED,3
MNCCHNBUS,197
MNCCHNCOP,17
MNCCHNCRM,2
MNCCHNCVL,1
MNCCHNEDU,42
MNCCHNELI,26
MNCCHNGOV,274
MNCCHNGOVBUS,1
MNCCHNGOVEDU,2
MNCCHNHKG,667
MNCCHNHKGBUS,45
MNCCHNHKGEDU,2
MNCCHNHKGGOV,1
MNCCHNHKGLAB,1
MNCCHNHKGMED,19
MNCCHNHKGMEDBUS,3
MNCCHNHKGMIL,1
MNCCHNHLH,128
MNCCHNHLHBUS,3
MNCCHNHLHMED,1
MNCCHNLAB,30
MNCCHNLEG,9
MNCCHNMED,4662
MNCCHNMEDBUS,143
MNCCHNMEDCVL,18
MNCCHNMEDEDU,2
MNCCHNMEDELI,3
MNCCHNMEDGOV,74
MNCCHNMEDLAB,71
MNCCHNMEDMIL,67
MNCCHNMIL,8
MNCCHR,2
MNCCN,19
MNCCNBUS,1
MNCCOL,234
MNCCOLBUS,2
MNCCOLGOV,12
MNCCOP,16
MNCCRM,7
MNCCVL,49
MNCCYM,18
MNCCYMBUS,1
MNCCYMGOV,2
MNCDEU,12430
MNCDEUBUS,179
MNCDEUCRM,2
MNCDEUCVL,10
MNCDEUEDU,98
MNCDEUELI,31
MNCDEUGOV,313
MNCDEUGOVBUS,1
MNCDEUHLH,162
MNCDEUHLHLAB,1
MNCDEUJUD,4
MNCDEULAB,28
MNCDEULEG,46
MNCDEUMED,73
MNCDNKHLH,468
MNCDNKHLHBUS,31
MNCDNKHLHCVL,1
MNCDNKHLHGOV,7
MNCDNKHLHJUD,1
MNCDNKHLHLAB,2
MNCDNKHLHMED,6
MNCEDU,95
MNCEDUBUS,1
MNCEDUELI,2
MNCEDULAB,1
MNCEGY,696
MNCEGYBUS,10
MNCEGYGOV,12
MNCEGYLAB,1
MNCEGYMED,31
MNCEGYMIL,1
MNCELI,37
MNCENV,89
MNCENVBUS,1
MNCESP,1675
MNCESPBUS,68
MNCESPEDU,1
MNCESPGOV,15
MNCESPMED,3
MNCEURMED,221
MNCEURMEDBUS,11
MNCEURMEDELI,6
MNCEURMEDGOV,6
MNCFINMED,17460
MNCFINMEDBUS,234
MNCFINMEDCRM,6
MNCFINMEDCVL,15
MNCFINMEDEDU,5
MNCFINMEDELI,7
MNCFINMEDGOV,187
MNCFINMEDJUD,3
MNCFINMEDLAB,43
MNCFINMEDLEG,19
MNCFINMEDREB,1
MNCFRA,4768
MNCFRABUS,291
MNCFRACOP,1
MNCFRAEDU,12
MNCFRAELI,1
MNCFRAGOV,80
MNCFRAHLH,1833
MNCFRAHLHBUS,31
MNCFRAHLHGOV,11
MNCFRAHLHJUD,1
MNCFRAHLHLAB,2
MNCFRAHLHMED,8
MNCFRAJUD,3
MNCFRALAB,3
MNCFRALEG,3
MNCFRAMED,4482
MNCFRAMEDBUS,107
MNCFRAMEDCOP,17
MNCFRAMEDCVL,1
MNCFRAMEDELI,7
MNCFRAMEDGOV,212
MNCFRAMEDJUD,4
MNCFRAMEDLAB,36
MNCFRAMEDLEG,4
MNCFRAMEDMIL,5
MNCFRAMOS,1
MNCFRAOPP,1
MNCGBR,23659
MNCGBRAGR,1
MNCGBRBUS,640
MNCGBRCOP,1
MNCGBRCRM,11
MNCGBRCVL,12
MNCGBREDU,16
MNCGBRELI,146
MNCGBRGOV,484
MNCGBRGOVMIL,2
MNCGBRHLH,5207
MNCGBRHLHBUS,143
MNCGBRHLHCVL,3
MNCGBRHLHEDU,1
MNCGBRHLHELI,20
MNCGBRHLHGOV,71
MNCGBRHLHJUD,11
MNCGBRHLHLAB,6
MNCGBRHLHMED,23
MNCGBRJUD,1
MNCGBRLAB,266
MNCGBRLEG,27
MNCGBRMED,12108
MNCGBRMEDAGR,2
MNCGBRMEDBUS,163
MNCGBRMEDCOP,2
MNCGBRMEDCRM,5
MNCGBRMEDCVL,6
MNCGBRMEDELI,5
MNCGBRMEDGOV,215
MNCGBRMEDJUD,9
MNCGBRMEDLAB,41
MNCGBRMEDLEG,9
MNCGBRMEDMIL,17
MNCGBRMEDREB,1
MNCGBRMIL,11
MNCGBRMOS,4
MNCGBRUAF,26
MNCGOV,500
MNCGOVBUS,2
MNCGRC,423
MNCGRCBUS,10
MNCGRCCOP,1
MNCGRCELI,1
MNCGRCGOV,9
MNCGRCMED,2
MNCHKG,2666
MNCHKGBUS,82
MNCHKGCVL,2
MNCHKGGOV,38
MNCHKGLAB,1
MNCHKGMED,7
MNCHLH,621
MNCHLHBUS,16
MNCHLHGOV,6
MNCHLHHLH,7
MNCHLHHLHBUS,1
MNCHLHLAB,1
MNCHUNMED,56
MNCHUNMEDBUS,1
MNCIDNMED,393
MNCIDNMEDBUS,10
MNCIDNMEDCOP,1
MNCIDNMEDGOV,16
MNCIND,8298
MNCINDBUS,208
MNCINDCOP,11
MNCINDCRM,9
MNCINDELI,2
MNCINDGOV,47
MNCINDHLH,3
MNCINDJUD,7
MNCINDLAB,31
MNCINDLEG,1
MNCINDMED,4258
MNCINDMEDBUS,80
MNCINDMEDCOP,1
MNCINDMEDCVL,3
MNCINDMEDEDU,3
MNCINDMEDELI,4
MNCINDMEDGOV,59
MNCINDMEDHIN,1
MNCINDMEDLAB,32
MNCINDMEDMIL,1
MNCIRL,5952
MNCIRLBUS,442
MNCIRLCOP,11
MNCIRLCVL,9
MNCIRLEDU,1
MNCIRLELI,1
MNCIRLGOV,374
MNCIRLHLH,81
MNCIRLHLHBUS,2
MNCIRLHLHGOV,4
MNCIRLJUD,4
MNCIRLLAB,3
MNCIRLLEG,4
MNCIRLMED,61
MNCIRLMIL,57
MNCISR,598
MNCISRBUS,30
MNCISRGOV,5
MNCISRHLH,387
MNCISRHLHBUS,11
MNCISRHLHGOV,2
MNCISRMED,189
MNCISRMEDBUS,3
MNCISRMEDGOV,3
MNCISRMEDMIL,1
MNCITA,81
MNCITABUS,6
MNCITAGOV,4
MNCITAHLH,33
MNCITAMED,1208
MNCITAMEDBUS,18
MNCITAMEDCRM,2
MNCITAMEDGOV,31
MNCITAMEDLAB,5
MNCITAMEDLEG,4
MNCJPN,68105
MNCJPNAGR,10
MNCJPNBUS,1387
MNCJPNCHR,1
MNCJPNCOP,18
MNCJPNCRM,420
MNCJPNCVL,96
MNCJPNEDU,12
MNCJPNELI,44
MNCJPNGOV,1550
MNCJPNGOVEDU,1
MNCJPNGOVMED,2
MNCJPNHLH,4
MNCJPNJUD,69
MNCJPNLAB,242
MNCJPNLEG,113
MNCJPNMED,1406
